algorithm,failure_type,n,f,seed,repetition,delivered_correct,any_delivered,total_correct,delivery_rate,agreed,agreement_rate,steps,terminated
bracha,crash_temporary,31,20,59,1,0,0,31,0.0000,0,1.0000,431,true
bracha,crash_temporary,31,20,76,2,0,0,31,0.0000,0,1.0000,431,true
bracha,crash_temporary,31,20,93,3,0,0,31,0.0000,0,1.0000,431,true
bracha,crash_temporary,31,20,110,4,0,0,31,0.0000,0,1.0000,431,true
bracha,crash_temporary,31,20,127,5,0,0,31,0.0000,0,1.0000,431,true
bracha,crash_temporary,31,20,144,6,0,0,31,0.0000,0,1.0000,431,true
bracha,crash_temporary,31,20,161,7,0,0,31,0.0000,0,1.0000,431,true
bracha,crash_temporary,31,20,178,8,0,0,31,0.0000,0,1.0000,431,true
bracha,crash_temporary,31,20,195,9,0,0,31,0.0000,0,1.0000,431,true
flooding_naive,crash_permanent,31,0,42,0,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_permanent,31,0,59,1,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_permanent,31,0,76,2,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_permanent,31,0,93,3,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_permanent,31,0,110,4,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_permanent,31,0,127,5,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_permanent,31,0,144,6,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_permanent,31,0,161,7,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_permanent,31,0,178,8,31,31,31,1.0000,31,1.0000,931,true
flooding_naive,crash_permanent,31,0,195,9,31,31,31,1.0000,31,1.0000,931,true
flooding_ack,crash_permanent,31,0,42,0,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,crash_permanent,31,0,59,1,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,crash_permanent,31,0,76,2,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,crash_permanent,31,0,93,3,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,crash_permanent,31,0,110,4,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,crash_permanent,31,0,127,5,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,crash_permanent,31,0,144,6,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,crash_permanent,31,0,161,7,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,crash_permanent,31,0,178,8,31,31,31,1.0000,31,1.0000,5000,false
flooding_ack,crash_permanent,31,0,195,9,31,31,31,1.0000,31,1.0000,5000,false
bracha,crash_permanent,31,0,42,0,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_permanent,31,0,59,1,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_permanent,31,0,76,2,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_permanent,31,0,93,3,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_permanent,31,0,110,4,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_permanent,31,0,127,5,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_permanent,31,0,144,6,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_permanent,31,0,161,7,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_permanent,31,0,178,8,31,31,31,1.0000,31,1.0000,1921,true
bracha,crash_permanent,31,0,195,9,31,31,31,1.0000,31,1.0000,1921,true
flooding_naive,crash_permanent,31,1,42,0,30,30,30,1.0000,30,1.0000,903,true
flooding_naive,crash_permanent,31,1,59,1,30,30,30,1.0000,30,1.0000,903,true
flooding_naive,crash_permanent,31,1,76,2,30,30,30,1.0000,30,1.0000,903,true
flooding_naive,crash_permanent,31,1,93,3,30,30,30,1.0000,30,1.0000,903,true
flooding_naive,crash_permanent,31,1,110,4,30,30,30,1.0000,30,1.0000,903,true
flooding_naive,crash_permanent,31,1,127,5,30,30,30,1.0000,30,1.0000,903,true
flooding_naive,crash_permanent,31,1,144,6,30,30,30,1.0000,30,1.0000,903,true
flooding_naive,crash_permanent,31,1,161,7,30,30,30,1.0000,30,1.0000,903,true
flooding_naive,crash_permanent,31,1,178,8,30,30,30,1.0000,30,1.0000,903,true
flooding_naive,crash_permanent,31,1,195,9,30,30,30,1.0000,30,1.0000,903,true
flooding_ack,crash_permanent,31,1,42,0,30,30,30,1.0000,30,1.0000,5000,false
flooding_ack,crash_permanent,31,1,59,1,30,30,30,1.0000,30,1.0000,5000,false
flooding_ack,crash_permanent,31,1,76,2,30,30,30,1.0000,30,1.0000,5000,false
flooding_ack,crash_permanent,31,1,93,3,30,30,30,1.0000,30,1.0000,5000,false
flooding_ack,crash_permanent,31,1,110,4,30,30,30,1.0000,30,1.0000,5000,false
flooding_ack,crash_permanent,31,1,127,5,30,30,30,1.0000,30,1.0000,5000,false
flooding_ack,crash_permanent,31,1,144,6,30,30,30,1.0000,30,1.0000,5000,false
flooding_ack,crash_permanent,31,1,161,7,30,30,30,1.0000,30,1.0000,5000,false
flooding_ack,crash_permanent,31,1,178,8,30,30,30,1.0000,30,1.0000,5000,false
flooding_ack,crash_permanent,31,1,195,9,30,30,30,1.0000,30,1.0000,5000,false
bracha,crash_permanent,31,1,42,0,30,30,30,1.0000,30,1.0000,1862,true
bracha,crash_permanent,31,1,59,1,30,30,30,1.0000,30,1.0000,1862,true
bracha,crash_permanent,31,1,76,2,30,30,30,1.0000,30,1.0000,1862,true
bracha,crash_permanent,31,1,93,3,30,30,30,1.0000,30,1.0000,1862,true
bracha,crash_permanent,31,1,110,4,30,30,30,1.0000,30,1.0000,1862,true
bracha,crash_permanent,31,1,127,5,30,30,30,1.0000,30,1.0000,1862,true
bracha,crash_permanent,31,1,144,6,30,30,30,1.0000,30,1.0000,1862,true
bracha,crash_permanent,31,1,161,7,30,30,30,1.0000,30,1.0000,1862,true
bracha,crash_permanent,31,1,178,8,30,30,30,1.0000,30,1.0000,1862,true
bracha,crash_permanent,31,1,195,9,30,30,30,1.0000,30,1.0000,1862,true
flooding_naive,crash_permanent,31,2,42,0,29,29,29,1.0000,29,1.0000,875,true
flooding_naive,crash_permanent,31,2,59,1,29,29,29,1.0000,29,1.0000,875,true
flooding_naive,crash_permanent,31,2,76,2,29,29,29,1.0000,29,1.0000,875,true
flooding_naive,crash_permanent,31,2,93,3,29,29,29,1.0000,29,1.0000,875,true
flooding_naive,crash_permanent,31,2,110,4,29,29,29,1.0000,29,1.0000,875,true
flooding_naive,crash_permanent,31,2,127,5,29,29,29,1.0000,29,1.0000,875,true
flooding_naive,crash_permanent,31,2,144,6,29,29,29,1.0000,29,1.0000,875,true
flooding_naive,crash_permanent,31,2,161,7,29,29,29,1.0000,29,1.0000,875,true
flooding_naive,crash_permanent,31,2,178,8,29,29,29,1.0000,29,1.0000,875,true
flooding_naive,crash_permanent,31,2,195,9,29,29,29,1.0000,29,1.0000,875,true
flooding_ack,crash_permanent,31,2,42,0,29,29,29,1.0000,29,1.0000,5000,false
flooding_ack,crash_permanent,31,2,59,1,29,29,29,1.0000,29,1.0000,5000,false
flooding_ack,crash_permanent,31,2,76,2,29,29,29,1.0000,29,1.0000,5000,false
flooding_ack,crash_permanent,31,2,93,3,29,29,29,1.0000,29,1.0000,5000,false
flooding_ack,crash_permanent,31,2,110,4,29,29,29,1.0000,29,1.0000,5000,false
flooding_ack,crash_permanent,31,2,127,5,29,29,29,1.0000,29,1.0000,5000,false
flooding_ack,crash_permanent,31,2,144,6,29,29,29,1.0000,29,1.0000,5000,false
flooding_ack,crash_permanent,31,2,161,7,29,29,29,1.0000,29,1.0000,5000,false
flooding_ack,crash_permanent,31,2,178,8,29,29,29,1.0000,29,1.0000,5000,false
flooding_ack,crash_permanent,31,2,195,9,29,29,29,1.0000,29,1.0000,5000,false
bracha,crash_permanent,31,2,42,0,29,29,29,1.0000,29,1.0000,1803,true
bracha,crash_permanent,31,2,59,1,29,29,29,1.0000,29,1.0000,1803,true
bracha,crash_permanent,31,2,76,2,29,29,29,1.0000,29,1.0000,1803,true
bracha,crash_permanent,31,2,93,3,29,29,29,1.0000,29,1.0000,1803,true
bracha,crash_permanent,31,2,110,4,29,29,29,1.0000,29,1.0000,1803,true
bracha,crash_permanent,31,2,127,5,29,29,29,1.0000,29,1.0000,1803,true
bracha,crash_permanent,31,2,144,6,29,29,29,1.0000,29,1.0000,1803,true
bracha,crash_permanent,31,2,161,7,29,29,29,1.0000,29,1.0000,1803,true
bracha,crash_permanent,31,2,178,8,29,29,29,1.0000,29,1.0000,1803,true
bracha,crash_permanent,31,2,195,9,29,29,29,1.0000,29,1.0000,1803,true
flooding_naive,crash_permanent,31,3,42,0,28,28,28,1.0000,28,1.0000,847,true
flooding_naive,crash_permanent,31,3,59,1,28,28,28,1.0000,28,1.0000,847,true
flooding_naive,crash_permanent,31,3,76,2,28,28,28,1.0000,28,1.0000,847,true
flooding_naive,crash_permanent,31,3,93,3,28,28,28,1.0000,28,1.0000,847,true
flooding_naive,crash_permanent,31,3,110,4,28,28,28,1.0000,28,1.0000,847,true
flooding_naive,crash_permanent,31,3,127,5,28,28,28,1.0000,28,1.0000,847,true
flooding_naive,crash_permanent,31,3,144,6,28,28,28,1.0000,28,1.0000,847,true
flooding_naive,crash_permanent,31,3,161,7,28,28,28,1.0000,28,1.0000,847,true
flooding_naive,crash_permanent,31,3,178,8,28,28,28,1.0000,28,1.0000,847,true
flooding_naive,crash_permanent,31,3,195,9,28,28,28,1.0000,28,1.0000,847,true
flooding_ack,crash_permanent,31,3,42,0,28,28,28,1.0000,28,1.0000,5000,false
flooding_ack,crash_permanent,31,3,59,1,28,28,28,1.0000,28,1.0000,5000,false
flooding_ack,crash_permanent,31,3,76,2,28,28,28,1.0000,28,1.0000,5000,false
flooding_ack,crash_permanent,31,3,93,3,28,28,28,1.0000,28,1.0000,5000,false
flooding_ack,crash_permanent,31,3,110,4,28,28,28,1.0000,28,1.0000,5000,false
flooding_ack,crash_permanent,31,3,127,5,28,28,28,1.0000,28,1.0000,5000,false
flooding_ack,crash_permanent,31,3,144,6,28,28,28,1.0000,28,1.0000,5000,false
flooding_ack,crash_permanent,31,3,161,7,28,28,28,1.0000,28,1.0000,5000,false
flooding_ack,crash_permanent,31,3,178,8,28,28,28,1.0000,28,1.0000,5000,false
flooding_ack,crash_permanent,31,3,195,9,28,28,28,1.0000,28,1.0000,5000,false
bracha,crash_permanent,31,3,42,0,28,28,28,1.0000,28,1.0000,1744,true
bracha,crash_permanent,31,3,59,1,28,28,28,1.0000,28,1.0000,1744,true
bracha,crash_permanent,31,3,76,2,28,28,28,1.0000,28,1.0000,1744,true
bracha,crash_permanent,31,3,93,3,28,28,28,1.0000,28,1.0000,1744,true
bracha,crash_permanent,31,3,110,4,28,28,28,1.0000,28,1.0000,1744,true
bracha,crash_permanent,31,3,127,5,28,28,28,1.0000,28,1.0000,1744,true
bracha,crash_permanent,31,3,144,6,28,28,28,1.0000,28,1.0000,1744,true
bracha,crash_permanent,31,3,161,7,28,28,28,1.0000,28,1.0000,1744,true
bracha,crash_permanent,31,3,178,8,28,28,28,1.0000,28,1.0000,1744,true
bracha,crash_permanent,31,3,195,9,28,28,28,1.0000,28,1.0000,1744,true
flooding_naive,crash_permanent,31,4,42,0,27,27,27,1.0000,27,1.0000,819,true
flooding_naive,crash_permanent,31,4,59,1,27,27,27,1.0000,27,1.0000,819,true
flooding_naive,crash_permanent,31,4,76,2,27,27,27,1.0000,27,1.0000,819,true
flooding_naive,crash_permanent,31,4,93,3,27,27,27,1.0000,27,1.0000,819,true
flooding_naive,crash_permanent,31,4,110,4,27,27,27,1.0000,27,1.0000,819,true
flooding_naive,crash_permanent,31,4,127,5,27,27,27,1.0000,27,1.0000,819,true
flooding_naive,crash_permanent,31,4,144,6,27,27,27,1.0000,27,1.0000,819,true
flooding_naive,crash_permanent,31,4,161,7,27,27,27,1.0000,27,1.0000,819,true
flooding_naive,crash_permanent,31,4,178,8,27,27,27,1.0000,27,1.0000,819,true
flooding_naive,crash_permanent,31,4,195,9,27,27,27,1.0000,27,1.0000,819,true
flooding_ack,crash_permanent,31,4,42,0,27,27,27,1.0000,27,1.0000,5000,false
flooding_ack,crash_permanent,31,4,59,1,27,27,27,1.0000,27,1.0000,5000,false
flooding_ack,crash_permanent,31,4,76,2,27,27,27,1.0000,27,1.0000,5000,false
flooding_ack,crash_permanent,31,4,93,3,27,27,27,1.0000,27,1.0000,5000,false
flooding_ack,crash_permanent,31,4,110,4,27,27,27,1.0000,27,1.0000,5000,false
flooding_ack,crash_permanent,31,4,127,5,27,27,27,1.0000,27,1.0000,5000,false
flooding_ack,crash_permanent,31,4,144,6,27,27,27,1.0000,27,1.0000,5000,false
flooding_ack,crash_permanent,31,4,161,7,27,27,27,1.0000,27,1.0000,5000,false
flooding_ack,crash_permanent,31,4,178,8,27,27,27,1.0000,27,1.0000,5000,false
flooding_ack,crash_permanent,31,4,195,9,27,27,27,1.0000,27,1.0000,5000,false
bracha,crash_permanent,31,4,42,0,27,27,27,1.0000,27,1.0000,1685,true
bracha,crash_permanent,31,4,59,1,27,27,27,1.0000,27,1.0000,1685,true
bracha,crash_permanent,31,4,76,2,27,27,27,1.0000,27,1.0000,1685,true
bracha,crash_permanent,31,4,93,3,27,27,27,1.0000,27,1.0000,1685,true
bracha,crash_permanent,31,4,110,4,27,27,27,1.0000,27,1.0000,1685,true
bracha,crash_permanent,31,4,127,5,27,27,27,1.0000,27,1.0000,1685,true
bracha,crash_permanent,31,4,144,6,27,27,27,1.0000,27,1.0000,1685,true
bracha,crash_permanent,31,4,161,7,27,27,27,1.0000,27,1.0000,1685,true
bracha,crash_permanent,31,4,178,8,27,27,27,1.0000,27,1.0000,1685,true
bracha,crash_permanent,31,4,195,9,27,27,27,1.0000,27,1.0000,1685,true
flooding_naive,crash_permanent,31,5,42,0,26,26,26,1.0000,26,1.0000,791,true
flooding_naive,crash_permanent,31,5,59,1,26,26,26,1.0000,26,1.0000,791,true
flooding_naive,crash_permanent,31,5,76,2,26,26,26,1.0000,26,1.0000,791,true
flooding_naive,crash_permanent,31,5,93,3,26,26,26,1.0000,26,1.0000,791,true
flooding_naive,crash_permanent,31,5,110,4,26,26,26,1.0000,26,1.0000,791,true
flooding_naive,crash_permanent,31,5,127,5,26,26,26,1.0000,26,1.0000,791,true
flooding_naive,crash_permanent,31,5,144,6,26,26,26,1.0000,26,1.0000,791,true
flooding_naive,crash_permanent,31,5,161,7,26,26,26,1.0000,26,1.0000,791,true
flooding_naive,crash_permanent,31,5,178,8,26,26,26,1.0000,26,1.0000,791,true
flooding_naive,crash_permanent,31,5,195,9,26,26,26,1.0000,26,1.0000,791,true
flooding_ack,crash_permanent,31,5,42,0,26,26,26,1.0000,26,1.0000,5000,false
flooding_ack,crash_permanent,31,5,59,1,26,26,26,1.0000,26,1.0000,5000,false
flooding_ack,crash_permanent,31,5,76,2,26,26,26,1.0000,26,1.0000,5000,false
flooding_ack,crash_permanent,31,5,93,3,26,26,26,1.0000,26,1.0000,5000,false
flooding_ack,crash_permanent,31,5,110,4,26,26,26,1.0000,26,1.0000,5000,false
flooding_ack,crash_permanent,31,5,127,5,26,26,26,1.0000,26,1.0000,5000,false
flooding_ack,crash_permanent,31,5,144,6,26,26,26,1.0000,26,1.0000,5000,false
flooding_ack,crash_permanent,31,5,161,7,26,26,26,1.0000,26,1.0000,5000,false
flooding_ack,crash_permanent,31,5,178,8,26,26,26,1.0000,26,1.0000,5000,false
flooding_ack,crash_permanent,31,5,195,9,26,26,26,1.0000,26,1.0000,5000,false
bracha,crash_permanent,31,5,42,0,26,26,26,1.0000,26,1.0000,1626,true
bracha,crash_permanent,31,5,59,1,26,26,26,1.0000,26,1.0000,1626,true
bracha,crash_permanent,31,5,76,2,26,26,26,1.0000,26,1.0000,1626,true
bracha,crash_permanent,31,5,93,3,26,26,26,1.0000,26,1.0000,1626,true
bracha,crash_permanent,31,5,110,4,26,26,26,1.0000,26,1.0000,1626,true
bracha,crash_permanent,31,5,127,5,26,26,26,1.0000,26,1.0000,1626,true
bracha,crash_permanent,31,5,144,6,26,26,26,1.0000,26,1.0000,1626,true
bracha,crash_permanent,31,5,161,7,26,26,26,1.0000,26,1.0000,1626,true
bracha,crash_permanent,31,5,178,8,26,26,26,1.0000,26,1.0000,1626,true
bracha,crash_permanent,31,5,195,9,26,26,26,1.0000,26,1.0000,1626,true
flooding_naive,crash_permanent,31,6,42,0,25,25,25,1.0000,25,1.0000,763,true
flooding_naive,crash_permanent,31,6,59,1,25,25,25,1.0000,25,1.0000,763,true
flooding_naive,crash_permanent,31,6,76,2,25,25,25,1.0000,25,1.0000,763,true
flooding_naive,crash_permanent,31,6,93,3,25,25,25,1.0000,25,1.0000,763,true
flooding_naive,crash_permanent,31,6,110,4,25,25,25,1.0000,25,1.0000,763,true
flooding_naive,crash_permanent,31,6,127,5,25,25,25,1.0000,25,1.0000,763,true
flooding_naive,crash_permanent,31,6,144,6,25,25,25,1.0000,25,1.0000,763,true
flooding_naive,crash_permanent,31,6,161,7,25,25,25,1.0000,25,1.0000,763,true
flooding_naive,crash_permanent,31,6,178,8,25,25,25,1.0000,25,1.0000,763,true
flooding_naive,crash_permanent,31,6,195,9,25,25,25,1.0000,25,1.0000,763,true
flooding_ack,crash_permanent,31,6,42,0,25,25,25,1.0000,25,1.0000,5000,false
flooding_ack,crash_permanent,31,6,59,1,25,25,25,1.0000,25,1.0000,5000,false
flooding_ack,crash_permanent,31,6,76,2,25,25,25,1.0000,25,1.0000,5000,false
flooding_ack,crash_permanent,31,6,93,3,25,25,25,1.0000,25,1.0000,5000,false
flooding_ack,crash_permanent,31,6,110,4,25,25,25,1.0000,25,1.0000,5000,false
flooding_ack,crash_permanent,31,6,127,5,25,25,25,1.0000,25,1.0000,5000,false
flooding_ack,crash_permanent,31,6,144,6,25,25,25,1.0000,25,1.0000,5000,false
flooding_ack,crash_permanent,31,6,161,7,25,25,25,1.0000,25,1.0000,5000,false
flooding_ack,crash_permanent,31,6,178,8,25,25,25,1.0000,25,1.0000,5000,false
flooding_ack,crash_permanent,31,6,195,9,25,25,25,1.0000,25,1.0000,5000,false
bracha,crash_permanent,31,6,42,0,25,25,25,1.0000,25,1.0000,1567,true
bracha,crash_permanent,31,6,59,1,25,25,25,1.0000,25,1.0000,1567,true
bracha,crash_permanent,31,6,76,2,25,25,25,1.0000,25,1.0000,1567,true
bracha,crash_permanent,31,6,93,3,25,25,25,1.0000,25,1.0000,1567,true
bracha,crash_permanent,31,6,110,4,25,25,25,1.0000,25,1.0000,1567,true
bracha,crash_permanent,31,6,127,5,25,25,25,1.0000,25,1.0000,1567,true
bracha,crash_permanent,31,6,144,6,25,25,25,1.0000,25,1.0000,1567,true
bracha,crash_permanent,31,6,161,7,25,25,25,1.0000,25,1.0000,1567,true
bracha,crash_permanent,31,6,178,8,25,25,25,1.0000,25,1.0000,1567,true
bracha,crash_permanent,31,6,195,9,25,25,25,1.0000,25,1.0000,1567,true
flooding_naive,crash_permanent,31,7,42,0,24,24,24,1.0000,24,1.0000,735,true
flooding_naive,crash_permanent,31,7,59,1,24,24,24,1.0000,24,1.0000,735,true
flooding_naive,crash_permanent,31,7,76,2,24,24,24,1.0000,24,1.0000,735,true
flooding_naive,crash_permanent,31,7,93,3,24,24,24,1.0000,24,1.0000,735,true
flooding_naive,crash_permanent,31,7,110,4,24,24,24,1.0000,24,1.0000,735,true
flooding_naive,crash_permanent,31,7,127,5,24,24,24,1.0000,24,1.0000,735,true
flooding_naive,crash_permanent,31,7,144,6,24,24,24,1.0000,24,1.0000,735,true
flooding_naive,crash_permanent,31,7,161,7,24,24,24,1.0000,24,1.0000,735,true
flooding_naive,crash_permanent,31,7,178,8,24,24,24,1.0000,24,1.0000,735,true
flooding_naive,crash_permanent,31,7,195,9,24,24,24,1.0000,24,1.0000,735,true
flooding_ack,crash_permanent,31,7,42,0,24,24,24,1.0000,24,1.0000,5000,false
flooding_ack,crash_permanent,31,7,59,1,24,24,24,1.0000,24,1.0000,5000,false
flooding_ack,crash_permanent,31,7,76,2,24,24,24,1.0000,24,1.0000,5000,false
flooding_ack,crash_permanent,31,7,93,3,24,24,24,1.0000,24,1.0000,5000,false
flooding_ack,crash_permanent,31,7,110,4,24,24,24,1.0000,24,1.0000,5000,false
flooding_ack,crash_permanent,31,7,127,5,24,24,24,1.0000,24,1.0000,5000,false
flooding_ack,crash_permanent,31,7,144,6,24,24,24,1.0000,24,1.0000,5000,false
flooding_ack,crash_permanent,31,7,161,7,24,24,24,1.0000,24,1.0000,5000,false
flooding_ack,crash_permanent,31,7,178,8,24,24,24,1.0000,24,1.0000,5000,false
flooding_ack,crash_permanent,31,7,195,9,24,24,24,1.0000,24,1.0000,5000,false
bracha,crash_permanent,31,7,42,0,24,24,24,1.0000,24,1.0000,1508,true
bracha,crash_permanent,31,7,59,1,24,24,24,1.0000,24,1.0000,1508,true
bracha,crash_permanent,31,7,76,2,24,24,24,1.0000,24,1.0000,1508,true
bracha,crash_permanent,31,7,93,3,24,24,24,1.0000,24,1.0000,1508,true
bracha,crash_permanent,31,7,110,4,24,24,24,1.0000,24,1.0000,1508,true
bracha,crash_permanent,31,7,127,5,24,24,24,1.0000,24,1.0000,1508,true
bracha,crash_permanent,31,7,144,6,24,24,24,1.0000,24,1.0000,1508,true
bracha,crash_permanent,31,7,161,7,24,24,24,1.0000,24,1.0000,1508,true
bracha,crash_permanent,31,7,178,8,24,24,24,1.0000,24,1.0000,1508,true
bracha,crash_permanent,31,7,195,9,24,24,24,1.0000,24,1.0000,1508,true
flooding_naive,crash_permanent,31,8,42,0,23,23,23,1.0000,23,1.0000,707,true
flooding_naive,crash_permanent,31,8,59,1,23,23,23,1.0000,23,1.0000,707,true
flooding_naive,crash_permanent,31,8,76,2,23,23,23,1.0000,23,1.0000,707,true
flooding_naive,crash_permanent,31,8,93,3,23,23,23,1.0000,23,1.0000,707,true
flooding_naive,crash_permanent,31,8,110,4,23,23,23,1.0000,23,1.0000,707,true
flooding_naive,crash_permanent,31,8,127,5,23,23,23,1.0000,23,1.0000,707,true
flooding_naive,crash_permanent,31,8,144,6,23,23,23,1.0000,23,1.0000,707,true
flooding_naive,crash_permanent,31,8,161,7,23,23,23,1.0000,23,1.0000,707,true
flooding_naive,crash_permanent,31,8,178,8,23,23,23,1.0000,23,1.0000,707,true
flooding_naive,crash_permanent,31,8,195,9,23,23,23,1.0000,23,1.0000,707,true
flooding_ack,crash_permanent,31,8,42,0,23,23,23,1.0000,23,1.0000,5000,false
flooding_ack,crash_permanent,31,8,59,1,23,23,23,1.0000,23,1.0000,5000,false
flooding_ack,crash_permanent,31,8,76,2,23,23,23,1.0000,23,1.0000,5000,false
flooding_ack,crash_permanent,31,8,93,3,23,23,23,1.0000,23,1.0000,5000,false
flooding_ack,crash_permanent,31,8,110,4,23,23,23,1.0000,23,1.0000,5000,false
flooding_ack,crash_permanent,31,8,127,5,23,23,23,1.0000,23,1.0000,5000,false
flooding_ack,crash_permanent,31,8,144,6,23,23,23,1.0000,23,1.0000,5000,false
flooding_ack,crash_permanent,31,8,161,7,23,23,23,1.0000,23,1.0000,5000,false
flooding_ack,crash_permanent,31,8,178,8,23,23,23,1.0000,23,1.0000,5000,false
flooding_ack,crash_permanent,31,8,195,9,23,23,23,1.0000,23,1.0000,5000,false
bracha,crash_permanent,31,8,42,0,23,23,23,1.0000,23,1.0000,1449,true
bracha,crash_permanent,31,8,59,1,23,23,23,1.0000,23,1.0000,1449,true
bracha,crash_permanent,31,8,76,2,23,23,23,1.0000,23,1.0000,1449,true
bracha,crash_permanent,31,8,93,3,23,23,23,1.0000,23,1.0000,1449,true
bracha,crash_permanent,31,8,110,4,23,23,23,1.0000,23,1.0000,1449,true
bracha,crash_permanent,31,8,127,5,23,23,23,1.0000,23,1.0000,1449,true
bracha,crash_permanent,31,8,144,6,23,23,23,1.0000,23,1.0000,1449,true
bracha,crash_permanent,31,8,161,7,23,23,23,1.0000,23,1.0000,1449,true
bracha,crash_permanent,31,8,178,8,23,23,23,1.0000,23,1.0000,1449,true
bracha,crash_permanent,31,8,195,9,23,23,23,1.0000,23,1.0000,1449,true
flooding_naive,crash_permanent,31,9,42,0,22,22,22,1.0000,22,1.0000,679,true
flooding_naive,crash_permanent,31,9,59,1,22,22,22,1.0000,22,1.0000,679,true
flooding_naive,crash_permanent,31,9,76,2,22,22,22,1.0000,22,1.0000,679,true
flooding_naive,crash_permanent,31,9,93,3,22,22,22,1.0000,22,1.0000,679,true
flooding_naive,crash_permanent,31,9,110,4,22,22,22,1.0000,22,1.0000,679,true
flooding_naive,crash_permanent,31,9,127,5,22,22,22,1.0000,22,1.0000,679,true
flooding_naive,crash_permanent,31,9,144,6,22,22,22,1.0000,22,1.0000,679,true
flooding_naive,crash_permanent,31,9,161,7,22,22,22,1.0000,22,1.0000,679,true
flooding_naive,crash_permanent,31,9,178,8,22,22,22,1.0000,22,1.0000,679,true
flooding_naive,crash_permanent,31,9,195,9,22,22,22,1.0000,22,1.0000,679,true
flooding_ack,crash_permanent,31,9,42,0,22,22,22,1.0000,22,1.0000,5000,false
flooding_ack,crash_permanent,31,9,59,1,22,22,22,1.0000,22,1.0000,5000,false
flooding_ack,crash_permanent,31,9,76,2,22,22,22,1.0000,22,1.0000,5000,false
flooding_ack,crash_permanent,31,9,93,3,22,22,22,1.0000,22,1.0000,5000,false
flooding_ack,crash_permanent,31,9,110,4,22,22,22,1.0000,22,1.0000,5000,false
flooding_ack,crash_permanent,31,9,127,5,22,22,22,1.0000,22,1.0000,5000,false
flooding_ack,crash_permanent,31,9,144,6,22,22,22,1.0000,22,1.0000,5000,false
flooding_ack,crash_permanent,31,9,161,7,22,22,22,1.0000,22,1.0000,5000,false
flooding_ack,crash_permanent,31,9,178,8,22,22,22,1.0000,22,1.0000,5000,false
flooding_ack,crash_permanent,31,9,195,9,22,22,22,1.0000,22,1.0000,5000,false
bracha,crash_permanent,31,9,42,0,22,22,22,1.0000,22,1.0000,1390,true
bracha,crash_permanent,31,9,59,1,22,22,22,1.0000,22,1.0000,1390,true
bracha,crash_permanent,31,9,76,2,22,22,22,1.0000,22,1.0000,1390,true
bracha,crash_permanent,31,9,93,3,22,22,22,1.0000,22,1.0000,1390,true
bracha,crash_permanent,31,9,110,4,22,22,22,1.0000,22,1.0000,1390,true
bracha,crash_permanent,31,9,127,5,22,22,22,1.0000,22,1.0000,1390,true
bracha,crash_permanent,31,9,144,6,22,22,22,1.0000,22,1.0000,1390,true
bracha,crash_permanent,31,9,161,7,22,22,22,1.0000,22,1.0000,1390,true
bracha,crash_permanent,31,9,178,8,22,22,22,1.0000,22,1.0000,1390,true
bracha,crash_permanent,31,9,195,9,22,22,22,1.0000,22,1.0000,1390,true
flooding_naive,crash_permanent,31,10,42,0,21,21,21,1.0000,21,1.0000,651,true
flooding_naive,crash_permanent,31,10,59,1,21,21,21,1.0000,21,1.0000,651,true
flooding_naive,crash_permanent,31,10,76,2,21,21,21,1.0000,21,1.0000,651,true
flooding_naive,crash_permanent,31,10,93,3,21,21,21,1.0000,21,1.0000,651,true
flooding_naive,crash_permanent,31,10,110,4,21,21,21,1.0000,21,1.0000,651,true
flooding_naive,crash_permanent,31,10,127,5,21,21,21,1.0000,21,1.0000,651,true
flooding_naive,crash_permanent,31,10,144,6,21,21,21,1.0000,21,1.0000,651,true
flooding_naive,crash_permanent,31,10,161,7,21,21,21,1.0000,21,1.0000,651,true
flooding_naive,crash_permanent,31,10,178,8,21,21,21,1.0000,21,1.0000,651,true
flooding_naive,crash_permanent,31,10,195,9,21,21,21,1.0000,21,1.0000,651,true
